domain,problem,heuristic,model,coverage,expansions,search_time,plan_length
miconic,p01.pddl,ff,,1,6,9.298324584960938e-05,4
miconic,p02.pddl,ff,,1,5,5.602836608886719e-05,3
miconic,p03.pddl,ff,,1,6,5.412101745605469e-05,4
miconic,p04.pddl,ff,,1,6,4.8160552978515625e-05,4
miconic,p05.pddl,ff,,1,6,4.696846008300781e-05,4
